fold,rmse,mae,r2,infer_ms
0,0.05800783634185791,0.05800783634185791,0.0,41.739776999747846
1,0.005040386226028204,0.00410151481628418,0.0,38.71884549880633
2,0.010469812899827957,0.009463775902986526,0.0,28.69591518174275
3,0.01428998913615942,0.010904941707849503,0.0,28.214174999852226
4,0.044449809938669205,0.029736340045928955,0.0,37.26222624982256
5,0.02169772982597351,0.017578125,0.0,35.783986750175245
6,0.00332033634185791,0.00332033634185791,0.0,38.25662800045393
