fold,rmse,mae,r2,infer_ms
0,0.04453390836715698,0.03476560115814209,0.0,18.17852249951102
1,0.03622423857450485,0.03291010856628418,0.0,7.616014001541771
2,0.22177967429161072,0.2025391012430191,0.0,5.476791272733615
3,0.18523536622524261,0.18514540791511536,0.0,5.8327845553220765
4,0.16473893821239471,0.1551758050918579,0.0,5.916504374908982
5,0.07380969822406769,0.06938475370407104,0.0,8.993361499960884
6,0.0758422389626503,0.07431638240814209,0.0,7.611642000483698
